Symbol,url
IFF,https://www.sec.gov/Archives/edgar/data/51253/000005125319000004/iff10k2018.htm
INTU,https://www.sec.gov/Archives/edgar/data/896878/000089687819000132/fy19q410-kdocument.htm
ISRG,https://www.sec.gov/Archives/edgar/data/1035267/000103526720000032/isrg-20191231.htm
IVZ,https://www.sec.gov/Archives/edgar/data/914208/000091420819000195/a201810-k.htm
IPGP,https://www.sec.gov/Archives/edgar/data/1111928/000111192820000030/ipgp-20191231.htm
IQV,https://www.sec.gov/Archives/edgar/data/1478242/000156459020004901/iqv-10k_20191231.htm
IRM,https://www.sec.gov/Archives/edgar/data/1020569/000102056920000029/irm201910k.htm
JKHY,https://www.sec.gov/Archives/edgar/data/779152/000077915219000048/jkhy-20190630x10k.htm
J,https://www.sec.gov/Archives/edgar/data/52988/000005298819000069/jecfy201910-k1.htm
JBHT,https://www.sec.gov/Archives/edgar/data/728535/000143774919003134/jbht20181231_10k.htm
SJM,https://www.sec.gov/Archives/edgar/data/91419/000009141919000005/sjm43019-10k.htm
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000020040620000010/form10-k20191229.htm
JCI,https://www.sec.gov/Archives/edgar/data/833444/000083344419000051/jciplc201910-k.htm
JPM,https://www.sec.gov/Archives/edgar/data/19617/000001961720000257/corp10k2019.htm
JNPR,https://www.sec.gov/Archives/edgar/data/1043604/000104360420000021/jnpr-10k20191231.htm
KSU,https://www.sec.gov/Archives/edgar/data/54480/000005448020000015/kcs1231201910k.htm
K,https://www.sec.gov/Archives/edgar/data/55067/000162828020002113/k-2019q410xk.htm
KEY,https://www.sec.gov/Archives/edgar/data/91576/000009157620000007/key-123119x10k.htm
KEYS,https://www.sec.gov/Archives/edgar/data/1601046/000160104619000110/keys-10312019x10k.htm
KMB,https://www.sec.gov/Archives/edgar/data/55785/000005578520000016/kmb2019form10k.htm
KIM,https://www.sec.gov/Archives/edgar/data/879101/000143774920003500/kim20191231_10k.htm
KMI,https://www.sec.gov/Archives/edgar/data/1506307/000150630720000022/kmi-2019x10k.htm
KLAC,https://www.sec.gov/Archives/edgar/data/319201/000031920119000031/klac10k2019.htm
KHC,https://www.sec.gov/Archives/edgar/data/1637459/000163745920000027/form10-k2019.htm
KR,https://www.sec.gov/Archives/edgar/data/56873/000155837019002756/kr-20190202x10k.htm
LB,https://www.sec.gov/Archives/edgar/data/701985/000070198519000015/lb22201910k.htm
LHX,https://www.sec.gov/Archives/edgar/data/202058/000020205819000090/hrs628201910-k.htm
LH,https://www.sec.gov/Archives/edgar/data/920148/000092014820000011/lh10-k2019.htm
LRCX,https://www.sec.gov/Archives/edgar/data/707549/000070754919000124/lrcx10k2019document.htm
LW,https://www.sec.gov/Archives/edgar/data/1679273/000155837019006311/lw-20190526x10k.htm
LVS,https://www.sec.gov/Archives/edgar/data/1300514/000130051420000011/lvs-20191231x10k.htm
LEG,https://www.sec.gov/Archives/edgar/data/58492/000005849220000002/leg201910k.htm
LDOS,https://www.sec.gov/Archives/edgar/data/1336920/000133692020000023/ldos01032020form10-k.htm
LEN,https://www.sec.gov/Archives/edgar/data/920760/000162828020000559/len-20191130x10k.htm
LLY,https://www.sec.gov/Archives/edgar/data/59478/000005947820000057/lly-20191231x10xk.htm
LNC,https://www.sec.gov/Archives/edgar/data/59558/000005955820000012/lnc-20191231x10k.htm
LIN,https://www.sec.gov/Archives/edgar/data/1707925/000162828019003050/plc201810-k.htm
LYV,https://www.sec.gov/Archives/edgar/data/1335258/000133525820000028/lyv-20191231.htm
LKQ,https://www.sec.gov/Archives/edgar/data/1065696/000106569620000008/lkq-2019123110k.htm
LMT,https://www.sec.gov/Archives/edgar/data/936468/000093646820000016/lmtq4201910k.htm
L,https://www.sec.gov/Archives/edgar/data/60086/000119312520031657/d816698d10k.htm
LOW,https://www.sec.gov/Archives/edgar/data/60667/000006066719000042/form10k_02012019.htm
LUMN,https://www.sec.gov/Archives/edgar/data/18926/000001892620000009/ctl2019123110k.htm
LYB,https://www.sec.gov/Archives/edgar/data/1489393/000148939320000009/a2019q410k.htm
MTB,https://www.sec.gov/Archives/edgar/data/36270/000156459020005365/mtb-10k_20191231.htm
MRO,https://www.sec.gov/Archives/edgar/data/101778/000010177820000023/mro-20191231x10k2019.htm
MPC,https://www.sec.gov/Archives/edgar/data/1510295/000151029520000006/mpc-20191231x10k.htm
MKTX,https://www.sec.gov/Archives/edgar/data/1278021/000156459020004935/mktx-10k_20191231.htm
MAR,https://www.sec.gov/Archives/edgar/data/1048286/000162828020002376/mar-q42019x10k.htm
MMC,https://www.sec.gov/Archives/edgar/data/62709/000006270920000010/mmc1231201910k.htm
MLM,https://www.sec.gov/Archives/edgar/data/916076/000156459020005784/mlm-10k_20191231.htm
MAS,https://www.sec.gov/Archives/edgar/data/62996/000006299620000006/mas2019123110k.htm
MA,https://www.sec.gov/Archives/edgar/data/1141391/000114139120000032/ma12312019-10xk.htm
MKC,https://www.sec.gov/Archives/edgar/data/63754/000006375420000022/mkc-11302019x10kxq42019.htm
MXIM,https://www.sec.gov/Archives/edgar/data/743316/000074331619000024/maxim10-kfy2019.htm
MCD,https://www.sec.gov/Archives/edgar/data/63908/000006390820000022/mcd-12312019x10k.htm
MCK,https://www.sec.gov/Archives/edgar/data/927653/000092765319000009/mck_10kx3312019.htm
MDT,https://www.sec.gov/Archives/edgar/data/1613103/000161310319000028/mdt-2019426x10k.htm
MRK,https://www.sec.gov/Archives/edgar/data/310158/000031015820000005/mrk1231201910k.htm
MET,https://www.sec.gov/Archives/edgar/data/1099219/000109921920000064/met-20191231x10k.htm
MTD,https://www.sec.gov/Archives/edgar/data/1037646/000103764620000005/mtd10k12312019.htm
MGM,https://www.sec.gov/Archives/edgar/data/789570/000156459020007393/mgm-10k_20191231.htm
MCHP,https://www.sec.gov/Archives/edgar/data/827054/000082705419000143/a2019-03x3110k.htm
MU,https://www.sec.gov/Archives/edgar/data/723125/000072312519000094/a2019q4.htm
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000156459019027952/msft-10k_20190630.htm
MAA,https://www.sec.gov/Archives/edgar/data/912595/000156459020005582/maa-10k_20191231.htm
MHK,https://www.sec.gov/Archives/edgar/data/851968/000085196820000020/a2019q410-kdocument.htm
TAP,https://www.sec.gov/Archives/edgar/data/24545/000002454520000005/tap2019123110-k.htm
MDLZ,https://www.sec.gov/Archives/edgar/data/1103982/000110398220000003/mdlz10k123119document1.htm
MPWR,https://www.sec.gov/Archives/edgar/data/1280452/000143774920003943/mpwr20191231_10k.htm
MNST,https://www.sec.gov/Archives/edgar/data/865752/000110465920027209/mnst-20191231x10kb9432b.htm
MCO,https://www.sec.gov/Archives/edgar/data/1059556/000105955620000005/mco-20191231.htm
MS,https://www.sec.gov/Archives/edgar/data/895421/000089542120000265/msq4201910k.htm
MOS,https://www.sec.gov/Archives/edgar/data/1285785/000161803420000003/mos-20191231x10k.htm
MSI,https://www.sec.gov/Archives/edgar/data/68505/000006850520000006/msi201910-k.htm
MSCI,https://www.sec.gov/Archives/edgar/data/1408198/000156459020004992/msci-10k_20191231.htm
NDAQ,https://www.sec.gov/Archives/edgar/data/1120193/000112019320000004/ndaq1231201910-k.htm
NTAP,https://www.sec.gov/Archives/edgar/data/1002047/000156459019022779/ntap-10k_20190426.htm
NFLX,https://www.sec.gov/Archives/edgar/data/1065280/000106528020000040/form10kq419.htm
NWL,https://www.sec.gov/Archives/edgar/data/814453/000119312519061714/d660135d10k.htm
NEM,https://www.sec.gov/Archives/edgar/data/1164727/000155837020001041/nem-20191231x10k047aaa.htm
NWSA,https://www.sec.gov/Archives/edgar/data/1564708/000119312519219463/d741099d10k.htm
NWS,https://www.sec.gov/Archives/edgar/data/1564708/000119312519219463/d741099d10k.htm
NEE,https://www.sec.gov/Archives/edgar/data/37634/000075330820000021/nee-12312019x10k.htm
NLSN,https://www.sec.gov/Archives/edgar/data/1492633/000156459020007004/nlsnnv-10k_20191231.htm
NKE,https://www.sec.gov/Archives/edgar/data/320187/000032018719000051/nke-531201910k.htm
NI,https://www.sec.gov/Archives/edgar/data/1111711/000111171120000013/ni-20191231x10k.htm
NSC,https://www.sec.gov/Archives/edgar/data/702165/000070216520000011/nsc-20191231.htm
NTRS,https://www.sec.gov/Archives/edgar/data/73124/000007312420000101/a201910-k.htm
NOC,https://www.sec.gov/Archives/edgar/data/1133421/000113342120000006/noc-12312019x10k.htm
NLOK,https://www.sec.gov/Archives/edgar/data/849399/000110465919041857/a19-13070_110ka.htm
NCLH,https://www.sec.gov/Archives/edgar/data/1513761/000155837020001661/nclh-20191231x10kc19a9c.htm
NOV,https://www.sec.gov/Archives/edgar/data/1021860/000156459020004552/nov-10k_20191231.htm
NRG,https://www.sec.gov/Archives/edgar/data/1013871/000101387120000013/nrg-20191231.htm
NUE,https://www.sec.gov/Archives/edgar/data/73309/000156459020007794/nue-10k_20191231.htm
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/nvda-2020x10k.htm
NVR,https://www.sec.gov/Archives/edgar/data/906163/000090616320000026/a201910-k.htm
NXPI,https://www.sec.gov/Archives/edgar/data/1413447/000141344720000009/nxp10-k.htm
ORLY,https://www.sec.gov/Archives/edgar/data/898173/000089817320000007/orly-20191231x10k.htm
OXY,https://www.sec.gov/Archives/edgar/data/797468/000079746820000004/oxy10k12-31x2019.htm
ODFL,https://www.sec.gov/Archives/edgar/data/878927/000156459020006626/odfl-10k_20191231.htm
OMC,https://www.sec.gov/Archives/edgar/data/29989/000002998920000005/omc-20191231.htm
OKE,https://www.sec.gov/Archives/edgar/data/1039684/000103968420000012/oke10-k2019.htm
ORCL,https://www.sec.gov/Archives/edgar/data/1341439/000156459019023119/orcl-10k_20190531.htm
PCAR,https://www.sec.gov/Archives/edgar/data/75362/000156459020005276/pcar-10k_20191231.htm
PKG,https://www.sec.gov/Archives/edgar/data/75677/000156459020006774/pkg-10k_20191231.htm
PH,https://www.sec.gov/Archives/edgar/data/76334/000007633419000096/ph630201910-k.htm
PAYX,https://www.sec.gov/Archives/edgar/data/723531/000072353119000032/payx-20190531x10k.htm
PAYC,https://www.sec.gov/Archives/edgar/data/1590955/000156459020004636/payc-10k_20191231.htm
PYPL,https://www.sec.gov/Archives/edgar/data/1633917/000163391720000028/pypl201910-k.htm
PENN,https://www.sec.gov/Archives/edgar/data/921738/000092173820000009/penn1231201910k.htm
PNR,https://www.sec.gov/Archives/edgar/data/77360/000007736020000006/a2019pnr-10k.htm
PBCT,https://www.sec.gov/Archives/edgar/data/1378946/000119312519060912/d688796d10k.htm
PEP,https://www.sec.gov/Archives/edgar/data/77476/000007747620000015/pepsico201910-k.htm
PKI,https://www.sec.gov/Archives/edgar/data/31791/000003179120000003/pki1229201910k.htm
PRGO,https://www.sec.gov/Archives/edgar/data/1585364/000158536420000013/cy19q410k.htm
PFE,https://www.sec.gov/Archives/edgar/data/78003/000007800320000014/pfe-12312019x10kshell.htm
PM,https://www.sec.gov/Archives/edgar/data/1413329/000141332920000007/pm123119form10kwrapinc.htm
PSX,https://www.sec.gov/Archives/edgar/data/1534701/000153470120000070/psx-2019123110k.htm
PNW,https://www.sec.gov/Archives/edgar/data/7286/000076462220000017/pnw2019123110-kfinal.htm
PXD,https://www.sec.gov/Archives/edgar/data/1038357/000103835720000009/pxd-20191231.htm
PNC,https://www.sec.gov/Archives/edgar/data/713676/000071367619000015/pnc201810k.htm
POOL,https://www.sec.gov/Archives/edgar/data/945841/000094584120000041/pool-20191231.htm
PPG,https://www.sec.gov/Archives/edgar/data/79879/000007987920000008/ppg201910k.htm
PPL,https://www.sec.gov/Archives/edgar/data/55387/000092222420000005/ppl-1231201910k.htm
PFG,https://www.sec.gov/Archives/edgar/data/1126328/000110465920021174/pfg-20191231x10k0da4e5.htm
PG,https://www.sec.gov/Archives/edgar/data/80424/000008042419000050/fy181910-kreport.htm
PGR,https://www.sec.gov/Archives/edgar/data/80661/000008066119000008/pgr-20181231x10k.htm
PLD,https://www.sec.gov/Archives/edgar/data/1045609/000156459020004096/pld-10k_20191231.htm
PRU,https://www.sec.gov/Archives/edgar/data/1137774/000113777420000065/form10-kx4q2019.htm
PEG,https://www.sec.gov/Archives/edgar/data/81033/000078878420000004/pseg201910k.htm
PSA,https://www.sec.gov/Archives/edgar/data/1393311/000139331120000008/psa-20191231x10k.htm
PHM,https://www.sec.gov/Archives/edgar/data/822416/000082241620000007/a201910-k.htm
PVH,https://www.sec.gov/Archives/edgar/data/78239/000007823919000011/pvh10k2018.htm
QRVO,https://www.sec.gov/Archives/edgar/data/1604778/000160477819000031/qorvo2019033010-k.htm
PWR,https://www.sec.gov/Archives/edgar/data/1050915/000105091520000020/pwr-123119x10k.htm
QCOM,https://www.sec.gov/Archives/edgar/data/804328/000172894919000072/qcom10-k2019.htm
DGX,https://www.sec.gov/Archives/edgar/data/1022079/000102207920000017/dgx1231201910-k.htm
RL,https://www.sec.gov/Archives/edgar/data/1037038/000103703819000005/rl-20190330x10k.htm
RJF,https://www.sec.gov/Archives/edgar/data/720005/000072000519000086/rjf-20190930x10k.htm
RTX,https://www.sec.gov/Archives/edgar/data/101829/000010182920000013/utx-20191231_d2.htm
O,https://www.sec.gov/Archives/edgar/data/726728/000072672820000033/realtyincome10k2019.htm
REG,https://www.sec.gov/Archives/edgar/data/910606/000156459020004859/reg-10k_20191231.htm
REGN,https://www.sec.gov/Archives/edgar/data/872589/000153217620000008/regn-123119x10k.htm
RF,https://www.sec.gov/Archives/edgar/data/1281761/000128176120000010/rf-20191231x10k.htm
RSG,https://www.sec.gov/Archives/edgar/data/1060391/000106039120000016/rsg-20191231.htm
RMD,https://www.sec.gov/Archives/edgar/data/943819/000094381919000017/rmd-20190630x10k.htm
RHI,https://www.sec.gov/Archives/edgar/data/315213/000031521320000029/rhi-20191231.htm
ROK,https://www.sec.gov/Archives/edgar/data/1024478/000102447819000044/fy2019form10k.htm
ROL,https://www.sec.gov/Archives/edgar/data/84839/000117120020000103/i20108_rol-10k.htm
ROP,https://www.sec.gov/Archives/edgar/data/882835/000088283520000006/a201910-kdoc.htm
ROST,https://www.sec.gov/Archives/edgar/data/745732/000074573219000009/rost-20190202x10k.htm
RCL,https://www.sec.gov/Archives/edgar/data/884887/000088488720000009/rcl-20191231.htm
SPGI,https://www.sec.gov/Archives/edgar/data/64040/000006404020000055/spgi-20191231x10k.htm
CRM,https://www.sec.gov/Archives/edgar/data/1108524/000110852419000009/crmq4fy1910-k.htm
SBAC,https://www.sec.gov/Archives/edgar/data/1034054/000103405420000003/sbac-20191231x10k.htm
SLB,https://www.sec.gov/Archives/edgar/data/87347/000156459020001578/slb-10k_20191231.htm
STX,https://www.sec.gov/Archives/edgar/data/1137789/000119312519212028/d733907d10k.htm
SEE,https://www.sec.gov/Archives/edgar/data/1012100/000162828019001538/q4201810-kdocument.htm
SRE,https://www.sec.gov/Archives/edgar/data/86521/000103220820000006/sre20191231form10k.htm
NOW,https://www.sec.gov/Archives/edgar/data/1373715/000137371520000072/now-20191231x10kxinpro.htm
SHW,https://www.sec.gov/Archives/edgar/data/89800/000008980020000005/shw-12312019x10k.htm
SPG,https://www.sec.gov/Archives/edgar/data/1022344/000155837020001135/spg-20191231x10k.htm
SWKS,https://www.sec.gov/Archives/edgar/data/4127/000000412720000009/fy1910-kajanuary242020.htm
SNA,https://www.sec.gov/Archives/edgar/data/91440/000009144020000004/sna-20191228.htm
SO,https://www.sec.gov/Archives/edgar/data/3153/000009212220000017/so10-k12312019.htm
LUV,https://www.sec.gov/Archives/edgar/data/92380/000009238020000024/luv-12312019x10k.htm
SWK,https://www.sec.gov/Archives/edgar/data/93556/000009355620000006/swk10k2019.htm
SBUX,https://www.sec.gov/Archives/edgar/data/829224/000082922419000051/sbux-9292019x10xk.htm
STT,https://www.sec.gov/Archives/edgar/data/93751/000009375120000684/stt-2019123110xk.htm
STE,https://www.sec.gov/Archives/edgar/data/1757898/000175789819000005/ste3312019.htm
SYK,https://www.sec.gov/Archives/edgar/data/310764/000031076420000014/syk10k12312019.htm
SIVB,https://www.sec.gov/Archives/edgar/data/719739/000071973920000016/sivb-12312019x10k.htm
SYF,https://www.sec.gov/Archives/edgar/data/1601712/000160171220000038/synchrony1231201910k.htm
SNPS,https://www.sec.gov/Archives/edgar/data/883241/000088324119000019/snps10311910-k.htm
SYY,https://www.sec.gov/Archives/edgar/data/96021/000009602119000093/syy2019q410-k.htm
TMUS,https://www.sec.gov/Archives/edgar/data/1283699/000128369920000026/tmus-20191231.htm
TROW,https://www.sec.gov/Archives/edgar/data/1113169/000111316920000008/a201910k.htm
TTWO,https://www.sec.gov/Archives/edgar/data/946581/000162828019006691/ttwo10k03312019.htm
TPR,https://www.sec.gov/Archives/edgar/data/1116132/000111613219000016/tpr6302018-10k1.htm
TGT,https://www.sec.gov/Archives/edgar/data/27419/000002741919000006/tgt-20190202x10k.htm
TEL,https://www.sec.gov/Archives/edgar/data/1385157/000155837019010758/tel-20190927x10kd12dc3.htm
TDY,https://www.sec.gov/Archives/edgar/data/1094285/000109428520000045/tdy-20191229.htm
TFX,https://www.sec.gov/Archives/edgar/data/96943/000009694320000017/tfx-20191231.htm
TER,https://www.sec.gov/Archives/edgar/data/97210/000119312519059974/d652525d10k.htm
TSLA,https://www.sec.gov/Archives/edgar/data/1318605/000156459020004475/tsla-10k_20191231.htm
TXN,https://www.sec.gov/Archives/edgar/data/97476/000009747620000009/txn-20191231.htm
TXT,https://www.sec.gov/Archives/edgar/data/217346/000110465920024773/txt-20200104x10k00cfc1.htm
TMO,https://www.sec.gov/Archives/edgar/data/97745/000009774520000009/tmo-20191231.htm
TJX,https://www.sec.gov/Archives/edgar/data/109198/000162828019003834/tjx-10kx20190202.htm
TSCO,https://www.sec.gov/Archives/edgar/data/916365/000091636520000050/tsco-20191228.htm
TT,https://www.sec.gov/Archives/edgar/data/1466258/000146625820000064/ir-10kx12312019.htm
TDG,https://www.sec.gov/Archives/edgar/data/1260221/000126022119000043/tdg2019-09x3010xk.htm
TRV,https://www.sec.gov/Archives/edgar/data/86312/000008631220000011/trv-12312019x10k.htm
TRMB,https://www.sec.gov/Archives/edgar/data/864749/000086474920000029/trmb201910k.htm
TFC,https://www.sec.gov/Archives/edgar/data/92230/000009223019000017/form10-k_4q18.htm
TWTR,https://www.sec.gov/Archives/edgar/data/1418091/000141809120000037/twtr-20191231.htm
TYL,https://www.sec.gov/Archives/edgar/data/860731/000086073120000008/tyl12312019-10k.htm
TSN,https://www.sec.gov/Archives/edgar/data/100493/000010049319000118/tsn201910kq4.htm
UDR,https://www.sec.gov/Archives/edgar/data/74208/000007420820000031/udr-20191231x10k.htm
ULTA,https://www.sec.gov/Archives/edgar/data/1403568/000155837019002739/ulta-20190202x10k.htm
USB,https://www.sec.gov/Archives/edgar/data/36104/000119312520043622/d597518d10k.htm
UAA,https://www.sec.gov/Archives/edgar/data/1336917/000133691720000010/ua-20191231.htm
UA,https://www.sec.gov/Archives/edgar/data/1336917/000133691720000010/ua-20191231.htm
UNP,https://www.sec.gov/Archives/edgar/data/100885/000010088520000065/unp-20191231x10k.htm
UAL,https://www.sec.gov/Archives/edgar/data/100517/000010051720000010/ual201910k.htm
UNH,https://www.sec.gov/Archives/edgar/data/731766/000073176620000006/unh2019123110-k.htm
UPS,https://www.sec.gov/Archives/edgar/data/1090727/000109072720000005/ups-12312019x10k.htm
URI,https://www.sec.gov/Archives/edgar/data/1047166/000106770120000008/uri-2019123110k.htm
UHS,https://www.sec.gov/Archives/edgar/data/352915/000156459020006793/uhs-10k_20191231.htm
UNM,https://www.sec.gov/Archives/edgar/data/5513/000000551320000027/unm-20191231.htm
VLO,https://www.sec.gov/Archives/edgar/data/1035002/000103500220000007/vloform10-kx12312019.htm
VAR,https://www.sec.gov/Archives/edgar/data/203527/000020352719000025/varian10-k2019q4.htm
VTR,https://www.sec.gov/Archives/edgar/data/740260/000074026020000042/vtr123119doc10k.htm
VRSN,https://www.sec.gov/Archives/edgar/data/1014473/000101447320000006/vrsn-20191231x10k.htm
VRSK,https://www.sec.gov/Archives/edgar/data/1442145/000144214520000012/vrsk10k12312019.htm
VZ,https://www.sec.gov/Archives/edgar/data/732712/000073271220000014/a2019q410-k.htm
VRTX,https://www.sec.gov/Archives/edgar/data/875320/000087532020000007/a201910k-main.htm
VFC,https://www.sec.gov/Archives/edgar/data/103379/000010337919000006/vfc330201910-k.htm
VIAC,https://www.sec.gov/Archives/edgar/data/813828/000081382820000013/a2019k.htm
V,https://www.sec.gov/Archives/edgar/data/1403161/000140316119000050/v093019form10k.htm
VNO,https://www.sec.gov/Archives/edgar/data/899689/000089968920000007/vno-12312019x10k.htm
VMC,https://www.sec.gov/Archives/edgar/data/1396009/000139600920000006/vmc-20191231x10k.htm
WRB,https://www.sec.gov/Archives/edgar/data/11544/000001154420000016/wrb1231201910-k.htm
WAB,https://www.sec.gov/Archives/edgar/data/943452/000162828020002098/wab-20191231.htm
WMT,https://www.sec.gov/Archives/edgar/data/104169/000010416919000016/wmtform10-kx1312019.htm
WBA,https://www.sec.gov/Archives/edgar/data/1618921/000161892119000069/wba-2019831x10k.htm
DIS,https://www.sec.gov/Archives/edgar/data/1744489/000174448919000225/fy2019q410k.htm
WM,https://www.sec.gov/Archives/edgar/data/823768/000155837020000762/wm-20191231x10kba4080.htm
WAT,https://www.sec.gov/Archives/edgar/data/1000697/000119312520048303/d862312d10k.htm
WEC,https://www.sec.gov/Archives/edgar/data/783325/000010781520000089/a2019wec10k.htm
WFC,https://www.sec.gov/Archives/edgar/data/72971/000007297120000217/wfc-12312019x10k.htm
WELL,https://www.sec.gov/Archives/edgar/data/766704/000076670420000015/a201910-k.htm
WST,https://www.sec.gov/Archives/edgar/data/105770/000010577020000015/wst-20191231.htm
WDC,https://www.sec.gov/Archives/edgar/data/106040/000010604019000058/wdc-2019q410xkdoc.htm
WU,https://www.sec.gov/Archives/edgar/data/1365135/000155837020001090/wu-20191231x10kf6082f.htm
WRK,https://www.sec.gov/Archives/edgar/data/1732845/000095012319011534/wrk-10k_20190930.htm
WY,https://www.sec.gov/Archives/edgar/data/106535/000156459020004822/wy-10k_20191231.htm
WHR,https://www.sec.gov/Archives/edgar/data/106640/000010664020000017/whr-1231201910xk.htm
WMB,https://www.sec.gov/Archives/edgar/data/107263/000010726320000005/wmb2019123110k.htm
WLTW,https://www.sec.gov/Archives/edgar/data/1140536/000156459020006736/wltw-10k_20191231.htm
WYNN,https://www.sec.gov/Archives/edgar/data/1174922/000117492220000024/wynn-20191231.htm
XEL,https://www.sec.gov/Archives/edgar/data/72903/000007290320000011/xcel1231201910-k.htm
XLNX,https://www.sec.gov/Archives/edgar/data/743988/000074398819000012/xlnx330201910k.htm
XYL,https://www.sec.gov/Archives/edgar/data/1524472/000152447220000006/xyl1231201910kv1.htm
YUM,https://www.sec.gov/Archives/edgar/data/1041061/000104106120000015/yum10k12312019.htm
ZBRA,https://www.sec.gov/Archives/edgar/data/877212/000087721220000006/a10k12312019zebra.htm
ZBH,https://www.sec.gov/Archives/edgar/data/1136869/000156459020005657/zbh-10k_20191231.htm
ZION,https://www.sec.gov/Archives/edgar/data/109380/000010938020000092/zions-20191231.htm
ZTS,https://www.sec.gov/Archives/edgar/data/1555280/000155528020000054/zoetis-20191231x10kye.htm
