,tic,url,supply_chain_risk,regulatory_risk,inflationary_risk,macro_risk,debt_risk,liquidity_risk,doctype
333,NEE,https://www.sec.gov/Archives/edgar/data/37634/000075330820000021/nee-12312019x10k.htm,3.0,11.0,1.0,5.0,1.0,6.0,Risk Section
334,NLSN,https://www.sec.gov/Archives/edgar/data/1492633/000156459020007004/nlsnnv-10k_20191231.htm,4.0,8.0,0.0,6.0,5.0,3.0,Risk Section
335,NKE,https://www.sec.gov/Archives/edgar/data/320187/000032018719000051/nke-531201910k.htm,8.0,8.0,1.0,8.0,3.0,3.0,Risk Section
336,NI,https://www.sec.gov/Archives/edgar/data/1111711/000111171120000013/ni-20191231x10k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
337,NSC,https://www.sec.gov/Archives/edgar/data/702165/000070216520000011/nsc-20191231.htm,1.0,3.0,0.0,0.0,0.0,1.0,Risk Section
338,NTRS,https://www.sec.gov/Archives/edgar/data/73124/000007312420000101/a201910-k.htm,2.0,23.0,0.0,11.0,5.0,9.0,Risk Section
339,NOC,https://www.sec.gov/Archives/edgar/data/1133421/000113342120000006/noc-12312019x10k.htm,14.0,5.0,0.0,5.0,2.0,1.0,Risk Section
340,NLOK,https://www.sec.gov/Archives/edgar/data/849399/000110465919041857/a19-13070_110ka.htm,0.0,0.0,0.0,4.0,0.0,0.0,10K
341,NCLH,https://www.sec.gov/Archives/edgar/data/1513761/000155837020001661/nclh-20191231x10kc19a9c.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
342,NOV,https://www.sec.gov/Archives/edgar/data/1021860/000156459020004552/nov-10k_20191231.htm,1.0,4.0,0.0,3.0,0.0,0.0,Risk Section
343,NRG,https://www.sec.gov/Archives/edgar/data/1013871/000101387120000013/nrg-20191231.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
344,NUE,https://www.sec.gov/Archives/edgar/data/73309/000156459020007794/nue-10k_20191231.htm,0.0,2.0,0.0,5.0,1.0,0.0,Risk Section
345,NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/nvda-2020x10k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
346,NVR,https://www.sec.gov/Archives/edgar/data/906163/000090616320000026/a201910-k.htm,3.0,3.0,1.0,2.0,6.0,1.0,Risk Section
347,NXPI,https://www.sec.gov/Archives/edgar/data/1413447/000141344720000009/nxp10-k.htm,15.0,7.0,0.0,9.0,7.0,1.0,Risk Section
348,ORLY,https://www.sec.gov/Archives/edgar/data/898173/000089817320000007/orly-20191231x10k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
349,OXY,https://www.sec.gov/Archives/edgar/data/797468/000079746820000004/oxy10k12-31x2019.htm,1.0,7.0,0.0,2.0,1.0,0.0,Risk Section
350,ODFL,https://www.sec.gov/Archives/edgar/data/878927/000156459020006626/odfl-10k_20191231.htm,2.0,7.0,0.0,2.0,0.0,2.0,Risk Section
351,OMC,https://www.sec.gov/Archives/edgar/data/29989/000002998920000005/omc-20191231.htm,0.0,2.0,0.0,3.0,1.0,0.0,Risk Section
352,OKE,https://www.sec.gov/Archives/edgar/data/1039684/000103968420000012/oke10-k2019.htm,4.0,12.0,0.0,1.0,5.0,2.0,Risk Section
353,ORCL,https://www.sec.gov/Archives/edgar/data/1341439/000156459019023119/orcl-10k_20190531.htm,6.0,6.0,0.0,3.0,4.0,0.0,Risk Section
354,PCAR,https://www.sec.gov/Archives/edgar/data/75362/000156459020005276/pcar-10k_20191231.htm,2.0,2.0,0.0,5.0,2.0,1.0,Risk Section
355,PKG,https://www.sec.gov/Archives/edgar/data/75677/000156459020006774/pkg-10k_20191231.htm,1.0,1.0,1.0,2.0,0.0,3.0,Risk Section
356,PH,https://www.sec.gov/Archives/edgar/data/76334/000007633419000096/ph630201910-k.htm,4.0,5.0,0.0,5.0,0.0,1.0,Risk Section
357,PAYX,https://www.sec.gov/Archives/edgar/data/723531/000072353119000032/payx-20190531x10k.htm,0.0,5.0,0.0,1.0,1.0,2.0,Risk Section
358,PAYC,https://www.sec.gov/Archives/edgar/data/1590955/000156459020004636/payc-10k_20191231.htm,0.0,8.0,0.0,1.0,1.0,3.0,Risk Section
359,PYPL,https://www.sec.gov/Archives/edgar/data/1633917/000163391720000028/pypl201910-k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
360,PENN,https://www.sec.gov/Archives/edgar/data/921738/000092173820000009/penn1231201910k.htm,1.0,10.0,0.0,2.0,6.0,0.0,Risk Section
361,PNR,https://www.sec.gov/Archives/edgar/data/77360/000007736020000006/a2019pnr-10k.htm,4.0,6.0,0.0,4.0,1.0,0.0,Risk Section
362,PBCT,https://www.sec.gov/Archives/edgar/data/1378946/000119312519060912/d688796d10k.htm,0.0,3.0,0.0,1.0,2.0,0.0,Risk Section
363,PEP,https://www.sec.gov/Archives/edgar/data/77476/000007747620000015/pepsico201910-k.htm,8.0,9.0,0.0,5.0,2.0,1.0,Risk Section
364,PKI,https://www.sec.gov/Archives/edgar/data/31791/000003179120000003/pki1229201910k.htm,3.0,3.0,1.0,4.0,2.0,1.0,Risk Section
365,PRGO,https://www.sec.gov/Archives/edgar/data/1585364/000158536420000013/cy19q410k.htm,12.0,27.0,2.0,10.0,1.0,4.0,Risk Section
366,PFE,https://www.sec.gov/Archives/edgar/data/78003/000007800320000014/pfe-12312019x10kshell.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
367,PM,https://www.sec.gov/Archives/edgar/data/1413329/000141332920000007/pm123119form10kwrapinc.htm,0.0,5.0,0.0,5.0,0.0,0.0,Risk Section
368,PSX,https://www.sec.gov/Archives/edgar/data/1534701/000153470120000070/psx-2019123110k.htm,1.0,2.0,1.0,2.0,1.0,0.0,Risk Section
369,PNW,https://www.sec.gov/Archives/edgar/data/7286/000076462220000017/pnw2019123110-kfinal.htm,4.0,17.0,0.0,4.0,3.0,3.0,Risk Section
370,PXD,https://www.sec.gov/Archives/edgar/data/1038357/000103835720000009/pxd-20191231.htm,2.0,28.0,1.0,6.0,5.0,3.0,Risk Section
371,PNC,https://www.sec.gov/Archives/edgar/data/713676/000071367619000015/pnc201810k.htm,4.0,43.0,0.0,15.0,9.0,15.0,Risk Section
372,POOL,https://www.sec.gov/Archives/edgar/data/945841/000094584120000041/pool-20191231.htm,3.0,3.0,2.0,2.0,0.0,0.0,Risk Section
373,PPG,https://www.sec.gov/Archives/edgar/data/79879/000007987920000008/ppg201910k.htm,4.0,2.0,1.0,7.0,0.0,3.0,Risk Section
374,PPL,https://www.sec.gov/Archives/edgar/data/55387/000092222420000005/ppl-1231201910k.htm,9.0,15.0,6.0,2.0,7.0,2.0,Risk Section
375,PFG,https://www.sec.gov/Archives/edgar/data/1126328/000110465920021174/pfg-20191231x10k0da4e5.htm,0.0,13.0,1.0,10.0,7.0,13.0,Risk Section
376,PG,https://www.sec.gov/Archives/edgar/data/80424/000008042419000050/fy181910-kreport.htm,5.0,3.0,0.0,4.0,1.0,1.0,Risk Section
377,PGR,https://www.sec.gov/Archives/edgar/data/80661/000008066119000008/pgr-20181231x10k.htm,0.0,11.0,2.0,3.0,3.0,5.0,Risk Section
378,PLD,https://www.sec.gov/Archives/edgar/data/1045609/000156459020004096/pld-10k_20191231.htm,2.0,6.0,0.0,4.0,4.0,4.0,Risk Section
379,PRU,https://www.sec.gov/Archives/edgar/data/1137774/000113777420000065/form10-kx4q2019.htm,1.0,12.0,1.0,13.0,6.0,15.0,Risk Section
380,PEG,https://www.sec.gov/Archives/edgar/data/81033/000078878420000004/pseg201910k.htm,17.0,19.0,0.0,6.0,6.0,3.0,Risk Section
381,PSA,https://www.sec.gov/Archives/edgar/data/1393311/000139331120000008/psa-20191231x10k.htm,0.0,7.0,0.0,4.0,3.0,2.0,Risk Section
382,PHM,https://www.sec.gov/Archives/edgar/data/822416/000082241620000007/a201910-k.htm,2.0,1.0,1.0,1.0,1.0,0.0,Risk Section
383,PVH,https://www.sec.gov/Archives/edgar/data/78239/000007823919000011/pvh10k2018.htm,3.0,3.0,0.0,4.0,1.0,0.0,Risk Section
384,QRVO,https://www.sec.gov/Archives/edgar/data/1604778/000160477819000031/qorvo2019033010-k.htm,7.0,6.0,1.0,4.0,1.0,0.0,Risk Section
385,PWR,https://www.sec.gov/Archives/edgar/data/1050915/000105091520000020/pwr-123119x10k.htm,5.0,13.0,0.0,5.0,5.0,3.0,Risk Section
386,QCOM,https://www.sec.gov/Archives/edgar/data/804328/000172894919000072/qcom10-k2019.htm,10.0,4.0,0.0,4.0,1.0,1.0,Risk Section
387,DGX,https://www.sec.gov/Archives/edgar/data/1022079/000102207920000017/dgx1231201910-k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
388,RL,https://www.sec.gov/Archives/edgar/data/1037038/000103703819000005/rl-20190330x10k.htm,8.0,7.0,0.0,14.0,1.0,2.0,Risk Section
389,RJF,https://www.sec.gov/Archives/edgar/data/720005/000072000519000086/rjf-20190930x10k.htm,0.0,28.0,1.0,14.0,3.0,13.0,Risk Section
390,RTX,https://www.sec.gov/Archives/edgar/data/101829/000010182920000013/utx-20191231_d2.htm,10.0,11.0,0.0,8.0,6.0,3.0,Risk Section
391,O,https://www.sec.gov/Archives/edgar/data/726728/000072672820000033/realtyincome10k2019.htm,1.0,3.0,1.0,4.0,14.0,4.0,Risk Section
392,REG,https://www.sec.gov/Archives/edgar/data/910606/000156459020004859/reg-10k_20191231.htm,0.0,2.0,0.0,0.0,5.0,0.0,Risk Section
393,REGN,https://www.sec.gov/Archives/edgar/data/872589/000153217620000008/regn-123119x10k.htm,10.0,51.0,1.0,9.0,2.0,2.0,Risk Section
394,RF,https://www.sec.gov/Archives/edgar/data/1281761/000128176120000010/rf-20191231x10k.htm,3.0,21.0,1.0,7.0,9.0,13.0,Risk Section
395,RSG,https://www.sec.gov/Archives/edgar/data/1060391/000106039120000016/rsg-20191231.htm,0.0,6.0,2.0,0.0,2.0,0.0,Risk Section
396,RMD,https://www.sec.gov/Archives/edgar/data/943819/000094381919000017/rmd-20190630x10k.htm,1.0,5.0,0.0,3.0,1.0,0.0,Risk Section
397,RHI,https://www.sec.gov/Archives/edgar/data/315213/000031521320000029/rhi-20191231.htm,0.0,5.0,0.0,4.0,0.0,0.0,Risk Section
398,ROK,https://www.sec.gov/Archives/edgar/data/1024478/000102447819000044/fy2019form10k.htm,8.0,2.0,2.0,5.0,1.0,1.0,Risk Section
399,ROL,https://www.sec.gov/Archives/edgar/data/84839/000117120020000103/i20108_rol-10k.htm,2.0,0.0,0.0,8.0,4.0,2.0,10K
400,ROP,https://www.sec.gov/Archives/edgar/data/882835/000088283520000006/a201910-kdoc.htm,2.0,4.0,0.0,5.0,1.0,0.0,Risk Section
401,ROST,https://www.sec.gov/Archives/edgar/data/745732/000074573219000009/rost-20190202x10k.htm,4.0,3.0,1.0,4.0,0.0,0.0,Risk Section
402,RCL,https://www.sec.gov/Archives/edgar/data/884887/000088488720000009/rcl-20191231.htm,6.0,4.0,0.0,4.0,3.0,2.0,Risk Section
403,SPGI,https://www.sec.gov/Archives/edgar/data/64040/000006404020000055/spgi-20191231x10k.htm,1.0,14.0,1.0,7.0,1.0,0.0,Risk Section
404,CRM,https://www.sec.gov/Archives/edgar/data/1108524/000110852419000009/crmq4fy1910-k.htm,1.0,8.0,0.0,4.0,3.0,1.0,Risk Section
405,SBAC,https://www.sec.gov/Archives/edgar/data/1034054/000103405420000003/sbac-20191231x10k.htm,0.0,8.0,3.0,17.0,25.0,4.0,Risk Section
406,SLB,https://www.sec.gov/Archives/edgar/data/87347/000156459020001578/slb-10k_20191231.htm,0.0,0.0,1.0,1.0,0.0,0.0,Risk Section
407,STX,https://www.sec.gov/Archives/edgar/data/1137789/000119312519212028/d733907d10k.htm,0.0,1.0,0.0,16.0,4.0,1.0,10K
408,SEE,https://www.sec.gov/Archives/edgar/data/1012100/000162828019001538/q4201810-kdocument.htm,4.0,9.0,2.0,11.0,3.0,2.0,Risk Section
409,SRE,https://www.sec.gov/Archives/edgar/data/86521/000103220820000006/sre20191231form10k.htm,10.0,16.0,5.0,13.0,6.0,9.0,Risk Section
410,NOW,https://www.sec.gov/Archives/edgar/data/1373715/000137371520000072/now-20191231x10kxinpro.htm,0.0,10.0,0.0,8.0,8.0,1.0,Risk Section
411,SHW,https://www.sec.gov/Archives/edgar/data/89800/000008980020000005/shw-12312019x10k.htm,3.0,4.0,3.0,8.0,0.0,10.0,Risk Section
412,SPG,https://www.sec.gov/Archives/edgar/data/1022344/000155837020001135/spg-20191231x10k.htm,2.0,1.0,0.0,2.0,12.0,2.0,Risk Section
413,SWKS,https://www.sec.gov/Archives/edgar/data/4127/000000412720000009/fy1910-kajanuary242020.htm,0.0,0.0,0.0,0.0,0.0,0.0,10K
414,SNA,https://www.sec.gov/Archives/edgar/data/91440/000009144020000004/sna-20191228.htm,4.0,2.0,1.0,4.0,3.0,0.0,Risk Section
415,SO,https://www.sec.gov/Archives/edgar/data/3153/000009212220000017/so10-k12312019.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
416,LUV,https://www.sec.gov/Archives/edgar/data/92380/000009238020000024/luv-12312019x10k.htm,1.0,5.0,0.0,1.0,0.0,1.0,Risk Section
417,SWK,https://www.sec.gov/Archives/edgar/data/93556/000009355620000006/swk10k2019.htm,2.0,8.0,0.0,8.0,0.0,1.0,Risk Section
418,SBUX,https://www.sec.gov/Archives/edgar/data/829224/000082922419000051/sbux-9292019x10xk.htm,6.0,6.0,2.0,7.0,0.0,0.0,Risk Section
419,STT,https://www.sec.gov/Archives/edgar/data/93751/000009375120000684/stt-2019123110xk.htm,0.0,63.0,0.0,21.0,17.0,23.0,Risk Section
420,STE,https://www.sec.gov/Archives/edgar/data/1757898/000175789819000005/ste3312019.htm,4.0,9.0,0.0,6.0,0.0,2.0,Risk Section
421,SYK,https://www.sec.gov/Archives/edgar/data/310764/000031076420000014/syk10k12312019.htm,0.0,5.0,0.0,1.0,0.0,1.0,Risk Section
422,SIVB,https://www.sec.gov/Archives/edgar/data/719739/000071973920000016/sivb-12312019x10k.htm,1.0,16.0,1.0,9.0,5.0,5.0,Risk Section
423,SYF,https://www.sec.gov/Archives/edgar/data/1601712/000160171220000038/synchrony1231201910k.htm,0.0,42.0,0.0,7.0,7.0,34.0,10K
424,SNPS,https://www.sec.gov/Archives/edgar/data/883241/000088324119000019/snps10311910-k.htm,2.0,1.0,0.0,4.0,2.0,0.0,Risk Section
425,SYY,https://www.sec.gov/Archives/edgar/data/96021/000009602119000093/syy2019q410-k.htm,6.0,5.0,1.0,3.0,0.0,1.0,Risk Section
426,TMUS,https://www.sec.gov/Archives/edgar/data/1283699/000128369920000026/tmus-20191231.htm,13.0,12.0,0.0,4.0,11.0,5.0,Risk Section
427,TROW,https://www.sec.gov/Archives/edgar/data/1113169/000111316920000008/a201910k.htm,0.0,14.0,0.0,6.0,0.0,2.0,Risk Section
428,TTWO,https://www.sec.gov/Archives/edgar/data/946581/000162828019006691/ttwo10k03312019.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
429,TPR,https://www.sec.gov/Archives/edgar/data/1116132/000111613219000016/tpr6302018-10k1.htm,6.0,2.0,0.0,7.0,0.0,0.0,Risk Section
430,TGT,https://www.sec.gov/Archives/edgar/data/27419/000002741919000006/tgt-20190202x10k.htm,3.0,3.0,0.0,2.0,1.0,1.0,Risk Section
431,TEL,https://www.sec.gov/Archives/edgar/data/1385157/000155837019010758/tel-20190927x10kd12dc3.htm,7.0,2.0,0.0,19.0,20.0,1.0,Risk Section
432,TDY,https://www.sec.gov/Archives/edgar/data/1094285/000109428520000045/tdy-20191229.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
433,TFX,https://www.sec.gov/Archives/edgar/data/96943/000009694320000017/tfx-20191231.htm,2.0,6.0,0.0,4.0,1.0,3.0,Risk Section
434,TER,https://www.sec.gov/Archives/edgar/data/97210/000119312519059974/d652525d10k.htm,8.0,1.0,0.0,3.0,1.0,0.0,Risk Section
435,TSLA,https://www.sec.gov/Archives/edgar/data/1318605/000156459020004475/tsla-10k_20191231.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
436,TXN,https://www.sec.gov/Archives/edgar/data/97476/000009747620000009/txn-20191231.htm,3.0,0.0,0.0,4.0,2.0,1.0,Risk Section
437,TXT,https://www.sec.gov/Archives/edgar/data/217346/000110465920024773/txt-20200104x10k00cfc1.htm,8.0,4.0,0.0,5.0,4.0,0.0,Risk Section
438,TMO,https://www.sec.gov/Archives/edgar/data/97745/000009774520000009/tmo-20191231.htm,3.0,2.0,0.0,11.0,6.0,1.0,10K
439,TJX,https://www.sec.gov/Archives/edgar/data/109198/000162828019003834/tjx-10kx20190202.htm,8.0,8.0,1.0,6.0,1.0,2.0,Risk Section
440,TSCO,https://www.sec.gov/Archives/edgar/data/916365/000091636520000050/tsco-20191228.htm,6.0,0.0,1.0,3.0,0.0,0.0,Risk Section
441,TT,https://www.sec.gov/Archives/edgar/data/1466258/000146625820000064/ir-10kx12312019.htm,2.0,5.0,0.0,6.0,2.0,0.0,Risk Section
442,TDG,https://www.sec.gov/Archives/edgar/data/1260221/000126022119000043/tdg2019-09x3010xk.htm,2.0,3.0,0.0,2.0,4.0,0.0,Risk Section
443,TRV,https://www.sec.gov/Archives/edgar/data/86312/000008631220000011/trv-12312019x10k.htm,1.0,42.0,8.0,8.0,14.0,9.0,Risk Section
444,TRMB,https://www.sec.gov/Archives/edgar/data/864749/000086474920000029/trmb201910k.htm,5.0,2.0,0.0,5.0,2.0,0.0,Risk Section
445,TFC,https://www.sec.gov/Archives/edgar/data/92230/000009223019000017/form10-k_4q18.htm,0.0,32.0,1.0,23.0,31.0,30.0,Risk Section
446,TWTR,https://www.sec.gov/Archives/edgar/data/1418091/000141809120000037/twtr-20191231.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
447,TYL,https://www.sec.gov/Archives/edgar/data/860731/000086073120000008/tyl12312019-10k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
448,TSN,https://www.sec.gov/Archives/edgar/data/100493/000010049319000118/tsn201910kq4.htm,6.0,4.0,0.0,6.0,1.0,0.0,Risk Section
449,UDR,https://www.sec.gov/Archives/edgar/data/74208/000007420820000031/udr-20191231x10k.htm,1.0,3.0,1.0,1.0,10.0,0.0,Risk Section
450,ULTA,https://www.sec.gov/Archives/edgar/data/1403568/000155837019002739/ulta-20190202x10k.htm,5.0,2.0,0.0,1.0,0.0,0.0,Risk Section
451,USB,https://www.sec.gov/Archives/edgar/data/36104/000119312520043622/d597518d10k.htm,0.0,4.0,0.0,1.0,2.0,4.0,10K
452,UAA,https://www.sec.gov/Archives/edgar/data/1336917/000133691720000010/ua-20191231.htm,5.0,2.0,0.0,7.0,0.0,0.0,Risk Section
453,UA,https://www.sec.gov/Archives/edgar/data/1336917/000133691720000010/ua-20191231.htm,5.0,2.0,0.0,7.0,0.0,0.0,Risk Section
454,UNP,https://www.sec.gov/Archives/edgar/data/100885/000010088520000065/unp-20191231x10k.htm,5.0,6.0,0.0,3.0,0.0,9.0,Risk Section
455,UAL,https://www.sec.gov/Archives/edgar/data/100517/000010051720000010/ual201910k.htm,0.0,2.0,0.0,0.0,4.0,3.0,Risk Section
456,UNH,https://www.sec.gov/Archives/edgar/data/731766/000073176620000006/unh2019123110-k.htm,1.0,13.0,0.0,0.0,2.0,0.0,Risk Section
457,UPS,https://www.sec.gov/Archives/edgar/data/1090727/000109072720000005/ups-12312019x10k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
458,URI,https://www.sec.gov/Archives/edgar/data/1047166/000106770120000008/uri-2019123110k.htm,3.0,4.0,0.0,3.0,7.0,5.0,Risk Section
459,UHS,https://www.sec.gov/Archives/edgar/data/352915/000156459020006793/uhs-10k_20191231.htm,0.0,7.0,0.0,3.0,0.0,0.0,Risk Section
460,UNM,https://www.sec.gov/Archives/edgar/data/5513/000000551320000027/unm-20191231.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
461,VLO,https://www.sec.gov/Archives/edgar/data/1035002/000103500220000007/vloform10-kx12312019.htm,2.0,4.0,0.0,0.0,0.0,5.0,Risk Section
462,VAR,https://www.sec.gov/Archives/edgar/data/203527/000020352719000025/varian10-k2019q4.htm,1.0,16.0,0.0,6.0,3.0,0.0,Risk Section
463,VTR,https://www.sec.gov/Archives/edgar/data/740260/000074026020000042/vtr123119doc10k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
464,VRSN,https://www.sec.gov/Archives/edgar/data/1014473/000101447320000006/vrsn-20191231x10k.htm,2.0,5.0,0.0,2.0,2.0,2.0,Risk Section
465,VRSK,https://www.sec.gov/Archives/edgar/data/1442145/000144214520000012/vrsk10k12312019.htm,2.0,3.0,1.0,8.0,1.0,0.0,Risk Section
466,VZ,https://www.sec.gov/Archives/edgar/data/732712/000073271220000014/a2019q410-k.htm,1.0,1.0,0.0,0.0,1.0,0.0,Risk Section
467,VRTX,https://www.sec.gov/Archives/edgar/data/875320/000087532020000007/a201910k-main.htm,4.0,14.0,1.0,9.0,2.0,2.0,Risk Section
468,VFC,https://www.sec.gov/Archives/edgar/data/103379/000010337919000006/vfc330201910-k.htm,3.0,4.0,0.0,6.0,1.0,1.0,Risk Section
469,VIAC,https://www.sec.gov/Archives/edgar/data/813828/000081382820000013/a2019k.htm,1.0,5.0,0.0,4.0,0.0,0.0,Risk Section
470,V,https://www.sec.gov/Archives/edgar/data/1403161/000140316119000050/v093019form10k.htm,1.0,13.0,0.0,2.0,4.0,3.0,Risk Section
471,VNO,https://www.sec.gov/Archives/edgar/data/899689/000089968920000007/vno-12312019x10k.htm,0.0,3.0,1.0,4.0,5.0,1.0,Risk Section
472,VMC,https://www.sec.gov/Archives/edgar/data/1396009/000139600920000006/vmc-20191231x10k.htm,0.0,0.0,0.0,1.0,0.0,0.0,Risk Section
473,WRB,https://www.sec.gov/Archives/edgar/data/11544/000001154420000016/wrb1231201910-k.htm,1.0,11.0,5.0,5.0,8.0,2.0,Risk Section
474,WAB,https://www.sec.gov/Archives/edgar/data/943452/000162828020002098/wab-20191231.htm,4.0,4.0,0.0,5.0,1.0,0.0,Risk Section
475,WMT,https://www.sec.gov/Archives/edgar/data/104169/000010416919000016/wmtform10-kx1312019.htm,4.0,2.0,1.0,5.0,0.0,3.0,Risk Section
476,WBA,https://www.sec.gov/Archives/edgar/data/1618921/000161892119000069/wba-2019831x10k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
477,DIS,https://www.sec.gov/Archives/edgar/data/1744489/000174448919000225/fy2019q410k.htm,0.0,1.0,0.0,2.0,0.0,0.0,Risk Section
478,WM,https://www.sec.gov/Archives/edgar/data/823768/000155837020000762/wm-20191231x10kba4080.htm,1.0,13.0,0.0,1.0,3.0,2.0,Risk Section
479,WAT,https://www.sec.gov/Archives/edgar/data/1000697/000119312520048303/d862312d10k.htm,5.0,5.0,0.0,5.0,3.0,0.0,Risk Section
480,WEC,https://www.sec.gov/Archives/edgar/data/783325/000010781520000089/a2019wec10k.htm,12.0,17.0,0.0,1.0,4.0,5.0,Risk Section
481,WFC,https://www.sec.gov/Archives/edgar/data/72971/000007297120000217/wfc-12312019x10k.htm,0.0,6.0,0.0,1.0,0.0,3.0,10K
482,WELL,https://www.sec.gov/Archives/edgar/data/766704/000076670420000015/a201910-k.htm,1.0,6.0,0.0,7.0,10.0,2.0,Risk Section
483,WST,https://www.sec.gov/Archives/edgar/data/105770/000010577020000015/wst-20191231.htm,10.0,5.0,2.0,23.0,13.0,8.0,Risk Section
484,WDC,https://www.sec.gov/Archives/edgar/data/106040/000010604019000058/wdc-2019q410xkdoc.htm,19.0,8.0,0.0,13.0,1.0,1.0,Risk Section
485,WU,https://www.sec.gov/Archives/edgar/data/1365135/000155837020001090/wu-20191231x10kf6082f.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
486,WRK,https://www.sec.gov/Archives/edgar/data/1732845/000095012319011534/wrk-10k_20190930.htm,5.0,6.0,1.0,20.0,4.0,1.0,Risk Section
487,WY,https://www.sec.gov/Archives/edgar/data/106535/000156459020004822/wy-10k_20191231.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
488,WHR,https://www.sec.gov/Archives/edgar/data/106640/000010664020000017/whr-1231201910xk.htm,3.0,5.0,4.0,9.0,2.0,2.0,Risk Section
489,WMB,https://www.sec.gov/Archives/edgar/data/107263/000010726320000005/wmb2019123110k.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
490,WLTW,https://www.sec.gov/Archives/edgar/data/1140536/000156459020006736/wltw-10k_20191231.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
491,WYNN,https://www.sec.gov/Archives/edgar/data/1174922/000117492220000024/wynn-20191231.htm,1.0,7.0,0.0,3.0,7.0,0.0,Risk Section
492,XEL,https://www.sec.gov/Archives/edgar/data/72903/000007290320000011/xcel1231201910-k.htm,8.0,11.0,2.0,4.0,5.0,1.0,Risk Section
493,XLNX,https://www.sec.gov/Archives/edgar/data/743988/000074398819000012/xlnx330201910k.htm,5.0,2.0,0.0,3.0,2.0,0.0,Risk Section
494,XYL,https://www.sec.gov/Archives/edgar/data/1524472/000152447220000006/xyl1231201910kv1.htm,4.0,9.0,1.0,11.0,1.0,1.0,Risk Section
495,YUM,https://www.sec.gov/Archives/edgar/data/1041061/000104106120000015/yum10k12312019.htm,4.0,6.0,2.0,6.0,3.0,2.0,Risk Section
496,ZBRA,https://www.sec.gov/Archives/edgar/data/877212/000087721220000006/a10k12312019zebra.htm,8.0,3.0,0.0,7.0,3.0,0.0,Risk Section
497,ZBH,https://www.sec.gov/Archives/edgar/data/1136869/000156459020005657/zbh-10k_20191231.htm,3.0,4.0,0.0,2.0,1.0,0.0,Risk Section
498,ZION,https://www.sec.gov/Archives/edgar/data/109380/000010938020000092/zions-20191231.htm,0.0,0.0,0.0,0.0,0.0,0.0,Risk Section
499,ZTS,https://www.sec.gov/Archives/edgar/data/1555280/000155528020000054/zoetis-20191231x10kye.htm,6.0,19.0,0.0,15.0,3.0,4.0,Risk Section
